what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344860162850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1344860170562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1344860171244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344860174972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860192960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860198469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860199387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860201371
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344860205837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860210324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860210658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344860214170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344860217506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344860223303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860224193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860229959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344860231698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860237678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860250876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344860255417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860260150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860263795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344860265503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344860268015
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344860282583
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1344860282921
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1344860283101
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344860289867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344860296227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344860300310
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1344860306270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860323324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860324634
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860325970
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860326938
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860326978
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860327007
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860328990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344860338879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860339879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1344860361462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344860363970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344860384320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344860398866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860402077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860405575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860408629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860414455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860416397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860551630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860555534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860557988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860561660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860562844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860564236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344860948273
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860951093
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860954855
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860957605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860957646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860957670
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1344860958972
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860961539
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860965618
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860965618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1344860965631
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860971936
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860973129
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860973168
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860973194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860977749
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860980552
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344860981122
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344860981150
