what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512604327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1344512617689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512617712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512636218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1344512642181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512642213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512642677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512642850
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512650573
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512654258
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344512672110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512680060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512681219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512681917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512732005
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512739665
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512788166
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512788246
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512788272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512790243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1344512790905
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512792203
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512792205
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512797850
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512798217
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512798296
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512798321
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512799668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1344512802794
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512803042
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512803048
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512805093
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512806221
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512806300
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512806326
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512807911
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512807937
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512807938
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512811262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512816791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344512817053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512817075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512818846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512822261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512823671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344512825440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512825486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1344512826148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512826548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512827843
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512843684
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512843750
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512843779
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512850661
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512850704
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512850705
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512852377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512855095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512855687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512856111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344512858840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512858867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512859825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512869769
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1344512872355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512875165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512881676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512884972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344512917662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512917706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512918449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512919580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512920059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512940049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512943444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344512963700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344512963723
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344512978027
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512978331
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512978380
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344512978569
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344512980724
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344512988297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513021212
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344513022678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513022699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1344513025156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513037368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513043226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513050635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513051763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344513056735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513065770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344513066711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513066750
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344513066903
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344513081113
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344513081423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344513081470
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344513081651
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344513086646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513097584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344513098111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344513098152
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344513098302
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344513111300
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344513111739
