what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1344851568301
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344851570509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1344851598931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1344851600115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1344851602102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851605908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851606819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344851608209
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344851633790
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344851633792
activated,editor,org.eclipse.gmf.graphdef.edit,2.0.200.v20110510-2359,"org.eclipse.gmf.gmfgraph.presentation.GMFGraphEditorID",1344851635369
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344851636864
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344851646360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851646817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851647962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851648972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851663986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851667735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851668450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851685351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851687754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851688724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851689634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851694523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851695060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851696298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851722823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851734793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851908395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851913566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851918883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851923407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851924250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851926386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851934362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851936675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851941949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851946183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851947820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344851963880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344852023410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344852031367
activated,editor,org.eclipse.gmf.graphdef.edit,2.0.200.v20110510-2359,"org.eclipse.gmf.gmfgraph.presentation.GMFGraphEditorID",1344852034813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344852036036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344852039255
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344852040671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344852040906
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344852046910
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344852047254
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344852047298
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344852047326
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344852056903
